chr start end name
chr19 4722000 4725200 tss_7828
chr19 4791000 4793000 tss_7829
chr19 4830200 4832400 tss_7830
chr19 4866200 4868400 tss_7831
chr19 4908800 4912400 tss_7832
chr19 4915400 4917000 tss_7833
chr19 4968200 4968800 tss_7834
chr19 4969000 4971800 tss_7835
chr19 5130800 5132200 tss_7836
chr19 5292800 5294200 tss_7837
chr19 5340000 5341000 tss_7838
chr19 5436600 5437000 tss_7839
chr19 5621200 5625400 tss_7840
chr19 5679600 5681200 tss_7841
chr19 5686600 5687400 tss_7842
chr19 5690000 5692200 tss_7843
chr19 5718000 5721200 tss_7844
chr19 5789800 5791600 tss_7845
chr19 5805400 5806000 tss_7846
chr19 5827600 5829200 tss_7847
chr19 5838000 5839600 tss_7848
chr19 5902600 5905600 tss_7849
chr19 5976800 5979200 tss_7850
chr19 6108200 6111600 tss_7851
chr19 6199000 6200000 tss_7852
chr19 6278600 6280400 tss_7853
chr19 6361200 6362800 tss_7854
chr19 6372200 6374000 tss_7855
chr19 6392200 6394200 tss_7856
chr19 6423400 6425800 tss_7857
chr19 6458600 6461000 tss_7858
chr19 6464000 6465000 tss_7859
chr19 6476200 6477000 tss_7860
chr19 6481000 6482200 tss_7861
chr19 6516000 6517400 tss_7862
chr19 6530200 6533400 tss_7863
chr19 6587200 6593000 tss_7864
chr19 6668600 6670600 tss_7865
chr19 6719200 6721000 tss_7866
chr19 6729800 6730600 tss_7867
chr19 6736000 6738000 tss_7868
chr19 6738400 6741600 tss_7869
chr19 6744400 6745000 tss_7870
chr19 6752600 6754000 tss_7871
chr19 6766000 6768200 tss_7872
chr19 6772200 6774200 tss_7873
chr19 7197200 7198800 tss_7874
chr19 7292600 7295000 tss_7875
chr19 7459400 7461200 tss_7876
chr19 7553400 7554400 tss_7877
chr19 7565800 7566200 tss_7878
chr19 7571200 7571800 tss_7879
chr19 7580600 7581800 tss_7880
chr19 7587000 7588600 tss_7881
chr19 7598400 7601400 tss_7882
chr19 7660400 7662000 tss_7883
chr19 7693600 7695600 tss_7884
chr19 7701400 7703200 tss_7885
chr19 7741400 7742600 tss_7886
chr19 7745400 7747000 tss_7887
chr19 7763600 7765000 tss_7888
chr19 7766200 7767200 tss_7889
chr19 7894200 7895600 tss_7890
chr19 7933400 7935200 tss_7891
chr19 7936400 7937200 tss_7892
chr19 7939000 7939800 tss_7893
chr19 7953000 7954000 tss_7894
chr19 7967400 7970000 tss_7895
chr19 7981200 7983200 tss_7896
chr19 7983800 7986600 tss_7897
chr19 7990000 7991000 tss_7898
chr19 8007400 8009600 tss_7899
chr19 8069000 8071400 tss_7900
chr19 8115000 8115800 tss_7901
chr19 8213400 8214800 tss_7902
chr19 8273400 8276000 tss_7903
chr19 8372200 8373800 tss_7904
chr19 8385200 8388000 tss_7905
chr19 8399800 8400400 tss_7906
chr19 8407800 8408400 tss_7907
chr19 8428400 8429600 tss_7908
chr19 8454200 8456800 tss_7909
chr19 8478000 8478600 tss_7910
chr19 8482800 8483200 tss_7911
chr19 8509000 8511600 tss_7912
chr19 8566400 8567600 tss_7913
chr19 8578200 8579400 tss_7914
chr19 8590000 8591800 tss_7915
chr19 8657000 8657400 tss_7916
chr19 8674000 8675800 tss_7917
chr19 8942200 8943800 tss_7918
chr19 9250400 9252000 tss_7919
chr19 9418800 9421000 tss_7920
chr19 9434200 9435800 tss_7921
chr19 9473600 9474400 tss_7922
chr19 9545200 9547200 tss_7923
chr19 9648400 9649800 tss_7924
chr19 9693800 9695600 tss_7925
chr19 9731200 9733400 tss_7926
chr19 9784600 9786200 tss_7927
chr19 9878400 9880000 tss_7928
chr19 9902200 9904200 tss_7929
chr19 9928800 9930000 tss_7930
chr19 9930200 9930600 tss_7931
chr19 9937400 9939600 tss_7932
chr19 9945200 9947000 tss_7933
chr19 10025200 10025800 tss_7934
chr19 10196400 10198200 tss_7935
chr19 10207000 10207400 tss_7936
chr19 10216800 10218200 tss_7937
chr19 10229600 10231000 tss_7938
chr19 10304200 10306200 tss_7939
chr19 10340200 10342400 tss_7940
chr19 10362200 10364000 tss_7941
chr19 10380000 10383800 tss_7942
chr19 10397400 10404000 tss_7943
chr19 10425800 10426800 tss_7944
chr19 10443000 10446400 tss_7945
chr19 10449400 10450600 tss_7946
chr19 10463800 10465200 tss_7947
chr19 10490200 10492200 tss_7948
chr19 10512800 10515400 tss_7949
chr19 10526800 10527800 tss_7950
chr19 10530000 10532000 tss_7951
chr19 10541200 10543000 tss_7952
chr19 10612400 10614600 tss_7953
chr19 10627400 10628800 tss_7954
chr19 10654200 10655800 tss_7955
chr19 10675600 10680400 tss_7956
chr19 10713200 10714800 tss_7957
chr19 10736000 10737000 tss_7958
chr19 10763400 10767000 tss_7959
chr19 10811600 10813200 tss_7960
chr19 10827800 10830200 tss_7961
chr19 10926800 10928600 tss_7962
chr19 10945600 10947800 tss_7963
chr19 10959000 10959800 tss_7964
chr19 10981000 10981600 tss_7965
chr19 10982400 10984200 tss_7966
chr19 11038400 11040600 tss_7967
chr19 11070600 11073400 tss_7968
chr19 11199200 11203800 tss_7969
chr19 11265200 11267200 tss_7970
chr19 11306000 11306400 tss_7971
chr19 11307000 11308800 tss_7972
chr19 11372400 11373600 tss_7973
chr19 11404200 11404800 tss_7974
chr19 11449200 11450800 tss_7975
chr19 11455000 11455400 tss_7976
chr19 11455800 11458000 tss_7977
chr19 11466000 11466800 tss_7978
chr19 11484600 11486800 tss_7979
chr19 11491000 11493000 tss_7980
chr19 11493400 11495200 tss_7981
chr19 11529000 11530000 tss_7982
chr19 11532000 11533200 tss_7983
chr19 11545600 11547400 tss_7984
chr19 11615600 11617400 tss_7985
chr19 11639000 11640400 tss_7986
chr19 11669200 11671600 tss_7987
chr19 11689400 11689800 tss_7988
chr19 11707600 11709200 tss_7989
chr19 11750200 11751400 tss_7990
chr19 11784400 11785000 tss_7991
chr19 11848600 11850400 tss_7992
chr19 11877400 11879000 tss_7993
chr19 11908200 11910000 tss_7994
chr19 11924400 11926400 tss_7995
chr19 11959200 11960600 tss_7996
chr19 11998000 12000200 tss_7997
chr19 12034600 12037200 tss_7998
chr19 12075400 12076800 tss_7999
chr19 12098200 12100000 tss_8000
chr19 12146000 12147000 tss_8001
chr19 12162800 12164000 tss_8002
chr19 12175200 12176400 tss_8003
chr19 12202800 12204200 tss_8004
chr19 12250200 12252000 tss_8005
chr19 12266400 12267800 tss_8006
chr19 12273400 12275000 tss_8007
chr19 12404000 12406200 tss_8008
chr19 12442000 12445000 tss_8009
chr19 12475600 12477200 tss_8010
chr19 12510800 12512600 tss_8011
chr19 12550600 12552400 tss_8012
chr19 12594800 12596200 tss_8013
chr19 12605600 12607000 tss_8014
chr19 12661400 12663800 tss_8015
chr19 12721000 12722800 tss_8016
chr19 12776200 12778200 tss_8017
chr19 12779400 12781400 tss_8018
chr19 12791600 12793200 tss_8019
chr19 12807000 12808200 tss_8020
chr19 12831600 12835200 tss_8021
chr19 12844000 12846200 tss_8022
chr19 12877000 12877400 tss_8023
chr19 12885800 12886800 tss_8024
chr19 12888000 12890200 tss_8025
chr19 12893000 12894200 tss_8026
chr19 12899400 12905200 tss_8027
chr19 12911400 12913400 tss_8028
chr19 12916800 12918200 tss_8029
chr19 12936400 12936800 tss_8030
chr19 12948600 12950200 tss_8031
chr19 12951400 12952200 tss_8032
chr19 12958400 12958800 tss_8033
chr19 12991600 12993000 tss_8034
chr19 12994400 12998400 tss_8035
chr19 13001000 13002800 tss_8036
chr19 13029800 13030600 tss_8037
chr19 13043200 13045000 tss_8038
chr19 13048400 13051000 tss_8039
chr19 13056200 13058000 tss_8040
chr19 13066800 13068600 tss_8041
chr19 13105600 13106400 tss_8042
chr19 13106600 13108200 tss_8043
chr19 13123800 13125800 tss_8044
chr19 13133200 13138200 tss_8045
chr19 13208000 13211000 tss_8046
chr19 13212000 13214200 tss_8047
chr19 13226400 13230400 tss_8048
chr19 13259800 13267200 tss_8049
chr19 13273200 13275800 tss_8050
chr19 13318400 13319400 tss_8051
chr19 13841800 13843000 tss_8052
chr19 13858200 13859800 tss_8053
chr19 13874800 13876400 tss_8054
chr19 13885000 13886400 tss_8055
chr19 13905000 13908000 tss_8056
chr19 13928400 13929200 tss_8057
chr19 13944000 13945000 tss_8058
chr19 13949400 13955000 tss_8059
chr19 13976400 13977400 tss_8060
chr19 14016400 14017800 tss_8061
chr19 14048600 14049600 tss_8062
chr19 14062800 14064600 tss_8063
chr19 14116400 14118200 tss_8064
chr19 14142000 14143600 tss_8065
chr19 14182400 14186200 tss_8066
chr19 14191400 14193400 tss_8067
chr19 14196400 14196800 tss_8068
chr19 14200400 14201600 tss_8069
chr19 14202000 14203200 tss_8070
chr19 14227400 14230400 tss_8071
chr19 14246000 14248800 tss_8072
chr19 14316600 14318600 tss_8073
chr19 14444000 14445200 tss_8074
chr19 14491800 14495800 tss_8075
chr19 14516400 14517000 tss_8076
chr19 14528000 14530800 tss_8077
chr19 14543400 14546000 tss_8078
chr19 14550800 14551600 tss_8079
chr19 14605400 14608200 tss_8080
chr19 14626800 14630000 tss_8081
chr19 14639600 14641200 tss_8082
chr19 14682000 14683200 tss_8083
chr19 14800200 14801600 tss_8084
chr19 15090400 15090800 tss_8085
chr19 15121400 15122000 tss_8086
chr19 15217600 15219400 tss_8087
chr19 15235000 15237000 tss_8088
chr19 15288400 15288800 tss_8089
chr19 15310400 15312200 tss_8090
chr19 15333600 15335000 tss_8091
chr19 15342800 15343600 tss_8092
chr19 15343800 15344800 tss_8093
chr19 15441400 15444000 tss_8094
chr19 15488600 15491600 tss_8095
chr19 15528400 15530600 tss_8096
chr19 15542200 15544200 tss_8097
chr19 15560000 15561200 tss_8098
chr19 15563400 15564200 tss_8099
chr19 15574200 15575600 tss_8100
chr19 15666600 15667600 tss_8101
chr19 15751400 15752800 tss_8102
chr19 15783400 15784400 tss_8103
chr19 15939600 15942200 tss_8104
chr19 15946800 15949000 tss_8105
chr19 16044800 16045800 tss_8106
chr19 16177800 16181600 tss_8107
chr19 16186400 16191000 tss_8108
chr19 16221800 16224000 tss_8109
chr19 16295800 16297200 tss_8110
chr19 16307800 16309600 tss_8111
chr19 16435000 16439600 tss_8112
chr19 16581600 16583400 tss_8113
chr19 16606400 16608000 tss_8114
chr19 16652000 16654400 tss_8115
chr19 16682000 16684400 tss_8116
chr19 16737800 16740200 tss_8117
chr19 16770200 16773400 tss_8118
chr19 16940000 16941200 tss_8119
chr19 16999800 17001600 tss_8120
chr19 17006600 17007800 tss_8121
chr19 17008000 17008800 tss_8122
chr19 17185000 17188800 tss_8123
chr19 17325400 17327000 tss_8124
chr19 17336400 17338200 tss_8125
chr19 17345800 17347000 tss_8126
chr19 17353600 17358400 tss_8127
chr19 17377400 17379400 tss_8128
chr19 17392600 17393800 tss_8129
chr19 17403000 17404000 tss_8130
chr19 17413400 17414600 tss_8131
chr19 17416200 17417800 tss_8132
chr19 17419800 17421400 tss_8133
chr19 17438600 17439200 tss_8134
chr19 17444600 17446000 tss_8135
chr19 17447200 17449400 tss_8136
chr19 17514400 17518800 tss_8137
chr19 17529800 17531600 tss_8138
chr19 17559400 17559800 tss_8139
chr19 17580000 17582200 tss_8140
chr19 17621200 17623600 tss_8141
chr19 17665800 17667600 tss_8142
chr19 17716600 17717600 tss_8143
chr19 17798800 17799200 tss_8144
chr19 17829800 17832200 tss_8145
chr19 17858400 17859200 tss_8146
chr19 17889200 17890600 tss_8147
chr19 17905600 17906400 tss_8148
chr19 17940800 17941600 tss_8149
chr19 17952000 17953600 tss_8150
chr19 17957800 17958800 tss_8151
chr19 17970200 17972800 tss_8152
chr19 18043000 18044800 tss_8153
chr19 18058200 18059400 tss_8154
chr19 18111400 18113600 tss_8155
chr19 18118000 18119400 tss_8156
chr19 18197200 18198200 tss_8157
chr19 18208200 18210400 tss_8158
chr19 18220000 18221800 tss_8159
chr19 18228400 18229400 tss_8160
chr19 18262400 18265600 tss_8161
chr19 18271600 18272400 tss_8162
chr19 18283800 18286600 tss_8163
chr19 18302400 18305200 tss_8164
chr19 18314000 18316600 tss_8165
chr19 18334600 18335800 tss_8166
chr19 18389400 18393600 tss_8167
chr19 18402000 18404600 tss_8168
chr19 18432600 18434800 tss_8169
chr19 18451200 18452600 tss_8170
chr19 18496200 18499800 tss_8171
chr19 18506800 18508800 tss_8172
chr19 18527200 18529000 tss_8173
chr19 18529400 18531400 tss_8174
chr19 18547600 18550200 tss_8175
chr19 18630800 18633800 tss_8176
chr19 18653200 18655000 tss_8177
chr19 18667600 18669800 tss_8178
chr19 18681800 18684200 tss_8179
chr19 18698400 18701600 tss_8180
chr19 18717800 18718600 tss_8181
chr19 18723600 18724000 tss_8182
chr19 18747200 18748600 tss_8183
chr19 18793800 18795200 tss_8184
chr19 18942200 18945200 tss_8185
chr19 19029200 19031400 tss_8186
chr19 19050600 19052000 tss_8187
chr19 19143200 19145600 tss_8188
chr19 19173800 19176400 tss_8189
chr19 19248400 19249600 tss_8190
chr19 19302200 19304400 tss_8191
chr19 19313000 19314600 tss_8192
chr19 19383600 19384200 tss_8193
chr19 19430600 19432800 tss_8194
chr19 19495600 19498000 tss_8195
chr19 19515600 19518400 tss_8196
chr19 19626400 19628000 tss_8197
chr19 19728800 19729800 tss_8198
chr19 19738200 19740000 tss_8199
chr19 19753200 19755000 tss_8200
chr19 19772000 19775400 tss_8201
chr19 19778800 19781600 tss_8202
chr19 19842800 19844600 tss_8203
chr19 19886600 19888400 tss_8204
chr19 19931600 19933000 tss_8205
chr19 19976400 19978400 tss_8206
chr19 20011000 20013200 tss_8207
chr19 20149200 20150600 tss_8208
chr19 20188600 20190000 tss_8209
chr19 20277800 20279200 tss_8210
chr19 20606000 20608000 tss_8211
chr19 20747800 20749000 tss_8212
chr19 20843200 20844600 tss_8213
chr19 20958800 20960200 tss_8214
chr19 21105800 21107000 tss_8215
chr19 21203000 21204600 tss_8216
chr19 21264800 21265800 tss_8217
chr19 21324400 21326000 tss_8218
chr19 21511200 21512600 tss_8219
chr19 21541400 21543200 tss_8220
chr19 21579600 21581200 tss_8221
chr19 21646000 21647000 tss_8222
chr19 21665800 21666200 tss_8223
chr19 21688000 21689600 tss_8224
chr19 21767600 21770600 tss_8225
chr19 21949200 21950800 tss_8226
chr19 22018200 22019400 tss_8227
chr19 22033600 22035200 tss_8228
chr19 22235000 22235800 tss_8229
chr19 22816800 22817800 tss_8230
chr19 23257600 23259000 tss_8231
chr19 23299400 23300800 tss_8232
chr19 23432200 23433600 tss_8233
chr19 23455600 23457400 tss_8234
chr19 23598000 23599200 tss_8235
chr19 23868600 23870200 tss_8236
chr19 23940800 23942000 tss_8237
chr19 23945400 23947200 tss_8238
chr19 24097200 24098600 tss_8239
chr19 24216000 24217800 tss_8240
chr19 24269600 24270800 tss_8241
chr19 28282982 28285982 tss_8242
chr19 29218382 29218782 tss_8243
chr19 29702582 29704382 tss_8244
chr19 30019182 30019782 tss_8245
chr19 30096382 30097982 tss_8246
chr19 30155582 30158182 tss_8247
chr19 30205782 30207582 tss_8248
chr19 30301582 30302582 tss_8249
chr19 30302782 30303782 tss_8250
chr19 30335182 30336982 tss_8251
chr19 30432582 30434782 tss_8252
chr19 30718382 30719182 tss_8253
chr19 30719582 30720182 tss_8254
chr19 31838982 31842782 tss_8255
chr19 32835982 32838382 tss_8256
chr19 32895382 32897982 tss_8257
chr19 33071382 33073582 tss_8258
chr19 33165182 33166782 tss_8259
chr19 33181982 33184382 tss_8260
chr19 33461982 33463582 tss_8261
chr19 33554182 33556582 tss_8262
chr19 33571582 33572982 tss_8263
chr19 33666982 33669182 tss_8264
chr19 33685382 33686782 tss_8265
chr19 33790782 33792582 tss_8266
chr19 33792782 33794982 tss_8267
chr19 33863382 33866582 tss_8268
chr19 34011782 34013382 tss_8269
chr19 34112782 34113182 tss_8270
chr19 34285582 34289582 tss_8271
chr19 34396182 34396982 tss_8272
chr19 34397382 34398182 tss_8273
chr19 34624982 34626182 tss_8274
chr19 34662382 34665382 tss_8275
chr19 34744782 34746582 tss_8276
chr19 34849782 34851182 tss_8277
chr19 34855582 34857582 tss_8278
chr19 34894782 34896182 tss_8279
chr19 34918582 34920582 tss_8280
chr19 34971982 34973982 tss_8281
chr19 35167582 35169182 tss_8282
chr19 35223782 35226182 tss_8283
chr19 35263182 35264382 tss_8284
chr19 35417582 35418582 tss_8285
chr19 35452782 35455382 tss_8286
chr19 35485382 35486382 tss_8287
chr19 35489782 35492982 tss_8288
chr19 35520782 35522382 tss_8289
chr19 35531382 35534982 tss_8290
chr19 35605782 35608382 tss_8291
chr19 35629382 35630982 tss_8292
chr19 35644782 35647182 tss_8293
chr19 35738382 35740982 tss_8294
chr19 35757782 35760982 tss_8295
chr19 35773382 35773782 tss_8296
chr19 35819982 35821382 tss_8297
chr19 35999782 36001782 tss_8298
chr19 36035382 36037582 tss_8299
chr19 36048382 36049382 tss_8300
chr19 36103382 36104382 tss_8301
chr19 36118982 36120782 tss_8302
chr19 36133982 36136382 tss_8303
chr19 36138782 36140382 tss_8304
chr19 36163982 36164582 tss_8305
chr19 36192782 36193982 tss_8306
chr19 36203982 36205982 tss_8307
chr19 36206582 36210582 tss_8308
chr19 36230982 36232582 tss_8309
chr19 36232982 36233782 tss_8310
chr19 36235382 36237382 tss_8311
chr19 36238782 36240382 tss_8312
chr19 36246382 36247982 tss_8313
chr19 36248182 36249982 tss_8314
chr19 36265982 36267582 tss_8315
chr19 36302582 36303782 tss_8316
chr19 36336382 36336782 tss_8317
chr19 36347382 36348382 tss_8318
chr19 36351982 36352382 tss_8319
chr19 36359582 36361382 tss_8320
chr19 36389382 36392182 tss_8321
chr19 36393182 36394982 tss_8322
chr19 36426582 36428382 tss_8323
chr19 36485582 36487182 tss_8324
chr19 36498982 36499782 tss_8325
chr19 36500182 36500782 tss_8326
chr19 36504182 36506182 tss_8327
chr19 36523182 36524182 tss_8328
chr19 36544382 36546982 tss_8329
chr19 36604782 36607382 tss_8330
chr19 36618382 36619782 tss_8331
chr19 36630182 36632782 tss_8332
chr19 36643182 36643982 tss_8333
chr19 36704582 36707382 tss_8334
chr19 36736182 36736582 tss_8335
chr19 36821982 36823382 tss_8336
chr19 36868982 36870382 tss_8337
chr19 36908182 36909982 tss_8338
chr19 36911982 36912382 tss_8339
chr19 36979582 36981582 tss_8340
chr19 37018382 37020382 tss_8341
chr19 37063382 37065382 tss_8342
chr19 37094982 37097182 tss_8343
chr19 37156782 37158582 tss_8344
chr19 37177382 37179382 tss_8345
chr19 37262182 37264582 tss_8346
chr19 37287782 37288982 tss_8347
chr19 37328182 37329982 tss_8348
chr19 37339982 37342782 tss_8349
chr19 37406582 37408382 tss_8350
chr19 37463782 37464982 tss_8351
chr19 37700982 37701982 tss_8352
chr19 37708382 37710182 tss_8353
chr19 37807982 37809382 tss_8354
chr19 37825182 37826382 tss_8355
chr19 37861382 37862782 tss_8356
chr19 37957382 37958982 tss_8357
chr19 37959382 37961182 tss_8358
chr19 37996982 37998582 tss_8359
chr19 38041782 38042782 tss_8360
chr19 38084782 38086382 tss_8361
chr19 38144782 38147582 tss_8362
chr19 38182582 38183582 tss_8363
chr19 38209582 38210982 tss_8364
chr19 38269382 38270982 tss_8365
chr19 38396782 38399782 tss_8366
chr19 38422382 38424782 tss_8367
chr19 38714382 38715582 tss_8368
chr19 38746182 38747582 tss_8369
chr19 38754382 38759182 tss_8370
chr19 38793982 38796582 tss_8371
chr19 38805382 38807782 tss_8372
chr19 38809982 38812382 tss_8373
chr19 38826382 38827982 tss_8374
chr19 38852382 38853382 tss_8375
chr19 38864582 38866782 tss_8376
chr19 38877982 38880582 tss_8377
chr19 38893182 38894582 tss_8378
chr19 38915782 38917182 tss_8379
chr19 39086782 39087582 tss_8380
chr19 39107182 39110782 tss_8381
chr19 39137782 39144382 tss_8382
chr19 39226782 39227182 tss_8383
chr19 39281182 39282782 tss_8384
chr19 39321582 39323182 tss_8385
chr19 39338582 39343982 tss_8386
chr19 39360382 39360782 tss_8387
chr19 39389382 39391582 tss_8388
chr19 39420182 39422582 tss_8389
chr19 39465182 39467582 tss_8390
chr19 39521582 39523382 tss_8391
chr19 39573582 39575182 tss_8392
chr19 39615982 39618382 tss_8393
chr19 39831382 39834182 tss_8394
chr19 39880782 39882782 tss_8395
chr19 39888582 39889382 tss_8396
chr19 39893182 39895182 tss_8397
chr19 39896582 39905582 tss_8398
chr19 39924782 39927382 tss_8399
chr19 39934982 39937382 tss_8400
chr19 39970782 39972582 tss_8401
chr19 39997582 39998582 tss_8402
chr19 40005782 40006982 tss_8403
chr19 40022382 40023782 tss_8404
chr19 40029582 40031182 tss_8405
chr19 40323582 40325182 tss_8406
chr19 40334782 40337582 tss_8407
chr19 40475982 40477982 tss_8408
chr19 40502182 40503782 tss_8409
chr19 40595582 40597582 tss_8410
chr19 40696382 40698182 tss_8411
chr19 40731982 40732782 tss_8412
chr19 40784982 40785382 tss_8413
chr19 40789182 40791982 tss_8414
chr19 40853582 40855782 tss_8415
chr19 40871382 40871982 tss_8416
chr19 40909382 40910382 tss_8417
chr19 40926582 40927982 tss_8418
chr19 40930382 40932582 tss_8419
chr19 40938782 40940582 tss_8420
chr19 40948382 40951182 tss_8421
chr19 40969382 40972382 tss_8422
chr19 40972782 40973182 tss_8423
chr19 41025382 41025782 tss_8424
chr19 41036182 41036582 tss_8425
chr19 41075982 41076982 tss_8426
chr19 41082382 41083582 tss_8427
chr19 41102782 41104782 tss_8428
chr19 41107382 41110382 tss_8429
chr19 41110982 41112382 tss_8430
chr19 41113182 41113782 tss_8431
chr19 41115582 41116582 tss_8432
chr19 41119182 41121182 tss_8433
chr19 41194382 41197382 tss_8434
chr19 41220182 41226782 tss_8435
chr19 41255182 41258982 tss_8436
chr19 41280982 41281982 tss_8437
chr19 41282582 41285382 tss_8438
chr19 41303982 41306382 tss_8439
chr19 41316382 41317182 tss_8440
chr19 41698382 41699982 tss_8441
chr19 41724582 41727382 tss_8442
chr19 41731582 41733182 tss_8443
chr19 41767582 41772382 tss_8444
chr19 41815182 41817182 tss_8445
chr19 41856582 41860582 tss_8446
chr19 41869182 41870982 tss_8447
chr19 41881982 41883182 tss_8448
chr19 41902382 41904782 tss_8449
chr19 41944982 41946182 tss_8450
chr19 42132582 42133582 tss_8451
chr19 42363182 42366382 tss_8452
chr19 42386582 42389182 tss_8453
chr19 42391782 42392182 tss_8454
chr19 42432382 42433582 tss_8455
chr19 42443782 42445182 tss_8456
chr19 42462182 42463982 tss_8457
chr19 42470982 42471382 tss_8458
chr19 42497382 42498382 tss_8459
chr19 42579182 42581582 tss_8460
chr19 42635382 42637582 tss_8461
chr19 42680582 42680982 tss_8462
chr19 42720382 42722782 tss_8463
chr19 42723582 42725582 tss_8464
chr19 42745582 42749182 tss_8465
chr19 42756382 42760582 tss_8466
chr19 42771782 42775182 tss_8467
chr19 42783582 42786582 tss_8468
chr19 42787382 42789782 tss_8469
chr19 42805782 42807182 tss_8470
chr19 42817382 42817982 tss_8471
chr19 42828982 42830782 tss_8472
chr19 42900582 42902182 tss_8473
chr19 42905582 42906382 tss_8474
chr19 42926582 42928182 tss_8475
chr19 43966982 43968582 tss_8476
chr19 43969382 43969782 tss_8477
chr19 44007382 44008982 tss_8478
chr19 44029182 44031782 tss_8479
chr19 44036582 44038782 tss_8480
chr19 44078782 44080582 tss_8481
chr19 44083982 44084982 tss_8482
chr19 44098782 44101782 tss_8483
chr19 44122782 44124782 tss_8484
chr19 44143582 44144382 tss_8485
chr19 44156182 44156582 tss_8486
chr19 44171782 44175182 tss_8487
chr19 44257182 44260582 tss_8488
chr19 44283182 44285582 tss_8489
chr19 44302782 44303582 tss_8490
chr19 44331182 44332182 tss_8491
chr19 44405582 44406382 tss_8492
chr19 44438382 44439782 tss_8493
chr19 44454982 44456182 tss_8494
chr19 44487982 44489182 tss_8495
chr19 44506382 44508182 tss_8496
chr19 44554982 44556582 tss_8497
chr19 44575782 44577182 tss_8498
chr19 44597982 44599782 tss_8499
chr19 44615982 44618382 tss_8500
chr19 44645182 44646782 tss_8501
chr19 44668582 44670182 tss_8502
chr19 44716182 44717782 tss_8503
chr19 44763782 44764582 tss_8504
chr19 44808182 44809382 tss_8505
chr19 44860182 44861982 tss_8506
chr19 44905182 44905982 tss_8507
chr19 44951982 44952982 tss_8508
chr19 45003582 45005182 tss_8509
chr19 45116982 45117782 tss_8510
chr19 45146582 45148182 tss_8511
chr19 45250382 45254782 tss_8512
chr19 45260582 45261382 tss_8513
chr19 45280782 45281782 tss_8514
chr19 45311182 45312982 tss_8515
chr19 45347582 45348382 tss_8516
chr19 45348782 45352382 tss_8517
chr19 45393182 45395982 tss_8518
chr19 45416782 45418982 tss_8519
chr19 45429982 45430782 tss_8520
chr19 45449182 45450982 tss_8521
chr19 45457582 45459782 tss_8522
chr19 45504382 45505982 tss_8523
chr19 45541782 45543382 tss_8524
chr19 45578182 45580382 tss_8525
chr19 45581982 45583582 tss_8526
chr19 45594382 45597582 tss_8527
chr19 45680582 45683582 tss_8528
chr19 45753982 45754382 tss_8529
chr19 45843982 45845182 tss_8530
chr19 45873182 45874582 tss_8531
chr19 45905582 45910982 tss_8532
chr19 45926182 45928582 tss_8533
chr19 45930782 45932582 tss_8534
chr19 45942582 45943382 tss_8535
chr19 45945982 45948382 tss_8536
chr19 45953182 45954782 tss_8537
chr19 45970382 45974182 tss_8538
chr19 45981182 45982582 tss_8539
chr19 45995782 45996982 tss_8540
chr19 45999782 46000582 tss_8541
chr19 46001782 46002182 tss_8542
chr19 46002582 46002982 tss_8543
chr19 46008982 46013382 tss_8544
chr19 46031582 46032582 tss_8545
chr19 46086982 46088782 tss_8546
chr19 46141582 46142982 tss_8547
chr19 46144182 46147182 tss_8548
chr19 46148782 46149582 tss_8549
chr19 46171182 46172982 tss_8550
chr19 46180382 46181382 tss_8551
chr19 46194182 46196982 tss_8552
chr19 46219582 46221782 tss_8553
chr19 46232782 46234982 tss_8554
chr19 46269982 46274382 tss_8555
chr19 46282382 46283182 tss_8556
chr19 46283782 46286382 tss_8557
chr19 46294982 46296382 tss_8558
chr19 46365182 46369382 tss_8559
chr19 46388382 46390782 tss_8560
chr19 46404782 46406782 tss_8561
chr19 46430982 46431582 tss_8562
chr19 46497782 46499382 tss_8563
chr19 46519782 46520182 tss_8564
chr19 46580382 46580982 tss_8565
chr19 46704782 46706582 tss_8566
chr19 46799982 46800382 tss_8567
chr19 46806982 46807382 tss_8568
chr19 46849582 46851382 tss_8569
chr19 46907182 46908582 tss_8570
chr19 46915182 46917582 tss_8571
chr19 46974182 46975182 tss_8572
chr19 47103582 47106582 tss_8573
chr19 47128182 47128582 tss_8574
chr19 47141782 47143182 tss_8575
chr19 47163982 47164982 tss_8576
chr19 47216982 47221182 tss_8577
chr19 47248382 47250182 tss_8578
chr19 47287182 47291982 tss_8579
chr19 47352382 47354382 tss_8580
chr19 47362982 47367582 tss_8581
chr19 47522982 47523382 tss_8582
chr19 47550582 47552782 tss_8583
chr19 47612582 47617982 tss_8584
chr19 47633782 47635382 tss_8585
chr19 47729182 47736382 tss_8586
chr19 47759182 47761782 tss_8587
chr19 47775982 47777982 tss_8588
chr19 47778182 47778782 tss_8589
chr19 47835382 47835982 tss_8590
chr19 47840182 47840582 tss_8591
chr19 47852182 47853582 tss_8592
chr19 47921982 47922382 tss_8593
chr19 47950382 47951182 tss_8594
chr19 47986782 47988382 tss_8595
chr19 48017382 48019382 tss_8596
chr19 48103182 48104582 tss_8597
chr19 48110982 48113782 tss_8598
chr19 48216382 48217982 tss_8599
chr19 48247982 48249582 tss_8600
chr19 48281182 48282782 tss_8601
chr19 48388182 48389582 tss_8602
chr19 48613382 48614182 tss_8603
chr19 48672782 48674782 tss_8604
